"cptid","cpt_code","descript_short","descript_med","descript_long"
6385,"76102",COMPLEX BODY SECTION X-RAYS,RADEX CPLX MOTION BDY SCTJ OTH/THN UROGRAPY BI,"Radiologic examination, complex motion (ie, hypercycloidal) body section (eg, mastoid polytomography), other than with urography; bilateral"
5834,"64822",REMOVE SYMPATHETIC NERVES,SYMPATHECTOMY ULNAR ARTERY,Sympathectomy; ulnar artery
5962,"70470",CT HEAD/BRAIN W/O & W/DYE,CT HEAD/BRAIN W/O & W/CONTRAST MATERIAL,"Computed tomography, head or brain; without contrast material, followed by contrast material(s) and further sections"
6577,"78195",LYMPH SYSTEM IMAGING,LYMPHATICS & LYMPH NODES IMAGING,Lymphatics and lymph nodes imaging
6042,"67909",REVISE EYELID DEFECT,REDUCTION OVERCORRECTION PTOSIS,Reduction of overcorrection of ptosis
6653,"78610",BRAIN FLOW IMAGING ONLY,BRAIN IMAGING VASCULAR FLOW ONLY,"Brain imaging, vascular flow only"
6781,"81257",HBA1/HBA2 GENE,HBA1/HBA2 ANALYSIS FOR COMMON DELETIONS/VARIANT,"HBA1/HBA2 (alpha globin 1 and alpha globin 2) (eg, alpha thalassemia, Hb Bart hydrops fetalis syndrome, HbH disease), gene analysis, for common deletions or variant (eg, Southeast Asian, Thai, Filipino, Mediterranean, alpha3.7, alpha4.2, alpha20.5, and Constant Spring)"
6266,"73702",CT LWR EXTREMITY W/O&W/DYE,CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,"Computed tomography, lower extremity; without contrast material, followed by contrast material(s) and further sections"
6853,"80328",ANABOLIC STEROID 3 OR MORE,DRUG SCREEN QUANT ANABOLIC STEROID 3 OR MORE,Anabolic steroids; 3 or more
6382,"75842",VEIN X-RAY ADRENAL GLANDS,VENOGRAPHY ADRENAL BILATERAL SELECTIVE RS&I,"Venography, adrenal, bilateral, selective, radiological supervision and interpretation"
6953,"81407",MOPATH PROCEDURE LEVEL 8,MOLECULAR PATHOLOGY PROCEDURE LEVEL 8,"Molecular pathology procedure, Level 8 (eg, analysis of 26-50 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of >50 exons, sequence analysis of multiple genes on one platform) ABCC8 (ATP-binding cassette, sub-family C [CFTR/MRP], member 8) (eg, familial hyperinsulinism), full gene sequence AGL (amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase) (eg, glycogen storage disease type III), full gene sequence AHI1 (Abelson helper integration site 1) (eg, Joubert syndrome), full gene sequence ASPM (asp [abnormal spindle] homolog, microcephaly associated [Drosophila]) (eg, primary microcephaly), full gene sequence CACNA1A (calcium channel, voltage-dependent, P/Q type, alpha 1A subunit) (eg, familial hemiplegic migraine), full gene sequence CHD7 (chromodomain helicase DNA binding protein 7) (eg, CHARGE syndrome), full gene sequence COL4A4 (collagen, type IV, alpha 4) (eg, Alport syndrome), full gene sequence COL4A5 (collagen, type IV, alpha 5) (eg, Alport syndrome), duplication/deletion analysis COL6A1 (collagen, type VI, alpha 1) (eg, collagen type VI-related disorders), full gene sequence COL6A2 (collagen, type VI, alpha 2) (eg, collagen type VI-related disorders), full gene sequence COL6A3 (collagen, type VI, alpha 3) (eg, collagen type VI-related disorders), full gene sequence CREBBP (CREB binding protein) (eg, Rubinstein-Taybi syndrome), full gene sequence F8 (coagulation factor VIII) (eg, hemophilia A), full gene sequence JAG1 (jagged 1) (eg, Alagille syndrome), full gene sequence KDM5C (lysine [K]-specific demethylase 5C) (eg, X-linked mental retardation), full gene sequence KIAA0196 (KIAA0196) (eg, spastic paraplegia), full gene sequence L1CAM (L1 cell adhesion molecule) (eg, MASA syndrome, X-linked hydrocephaly), full gene sequence LAMB2 (laminin, beta 2 [laminin S]) (eg, Pierson syndrome), full gene sequence MYBPC3 (myosin binding protein C, cardiac) (eg, familial hypertrophic cardiomyopathy), full gene sequence MYH6 (myosin, heavy chain 6, cardiac muscle, alpha) (eg, familial dilated cardiomyopathy), full gene sequence MYH7 (myosin, heavy chain 7, cardiac muscle, beta) (eg, familial hypertrophic cardiomyopathy, Liang distal myopathy), full gene sequence MYO7A (myosin VIIA) (eg, Usher syndrome, type 1), full gene sequence NOTCH1 (notch 1) (eg, aortic valve disease), full gene sequence NPHS1 (nephrosis 1, congenital, Finnish type [nephrin]) (eg, congenital Finnish nephrosis), full gene sequence OPA1 (optic atrophy 1) (eg, optic atrophy), full gene sequence PCDH15 (protocadherin-related 15) (eg, Usher syndrome, type 1), full gene sequence PKD1 (polycystic kidney disease 1 [autosomal dominant]) (eg, polycystic kidney disease), full gene sequence PLCE1 (phospholipase C, epsilon 1) (eg, nephrotic syndrome type 3), full gene sequence SCN1A (sodium channel, voltage-gated, type 1, alpha subunit) (eg, generalized epilepsy with febrile seizures), full gene sequence SCN5A (sodium channel, voltage-gated, type V, alpha subunit) (eg, familial dilated cardiomyopathy), full gene sequence SLC12A1 (solute carrier family 12 [sodium/potassium/chloride transporters], member 1) (eg, Bartter syndrome), full gene sequence SLC12A3 (solute carrier family 12 [sodium/chloride transporters], member 3) (eg, Gitelman syndrome), full gene sequence SPG11 (spastic paraplegia 11 [autosomal recessive]) (eg, spastic paraplegia), full gene sequence SPTBN2 (spectrin, beta, non-erythrocytic 2) (eg, spinocerebellar ataxia), full gene sequence TMEM67 (transmembrane protein 67) (eg, Joubert syndrome), full gene sequence TSC2 (tuberous sclerosis 2) (eg, tuberous sclerosis), full gene sequence USH1C (Usher syndrome 1C [autosomal recessive, severe]) (eg, Usher syndrome, type 1), full gene sequence VPS13B (vacuolar protein sorting 13 homolog B [yeast]) (eg, Cohen syndrome), duplication/deletion analysis WDR62 (WD repeat domain 62) (eg, primary autosomal recessive microcephaly), full gene sequence"
6542,"77333",RADIATION TREATMENT AID(S),TX DEVICES DESIGN & CONSTRUCTION INTERMEDIATE,"Treatment devices, design and construction; intermediate (multiple blocks, stents, bite blocks, special bolus)"
7037,"81479",UNLISTED MOLECULAR PATHOLOG,UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,Unlisted molecular pathology procedure
35,"00702",ANESTH FOR LIVER BIOPSY,ANES UPR ANT ABDL WALL PERCUTANEOUS LIVER BX,Anesthesia for procedures on upper anterior abdominal wall; percutaneous liver biopsy
163,"25609",TREAT FX RADIAL 3+ FRAG,OPTX DSTL RADL I-ARTIC FX/EPIPHYSL SEP 3 FRAG,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments
291,"00730",ANESTH ABDOMINAL WALL SURG,ANESTHESIA UPPER POSTERIOR ABDOMINAL WALL,Anesthesia for procedures on upper posterior abdominal wall
419,"01770",ANESTH UPPR ARM ARTERY SURG,ANESTHESIA ARTERIES UPPER ARM & ELBOW NOS,Anesthesia for procedures on arteries of upper arm and elbow; not otherwise specified
60,"00836",ANESTH HERNIA REPAIR PREEMI,ANES HRNA RPR LWR ABD NOS INFTS <37WK BRTH/50WK,"Anesthesia for hernia repairs in the lower abdomen not otherwise specified, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery"
495,"15576",PEDICLE E/N/E/L/NTRORAL,FRMJ DIRECT/TUBED PEDICLE W/WOTR E/N/E/L/NTRORAL,"Formation of direct or tubed pedicle, with or without transfer; eyelids, nose, ears, lips, or intraoral"
623,"11600",EXC TR-EXT MAL+MARG 0.5 CM/,EXCISION MAL LESION TRUNK/ARM/LEG 0.5 CM/<,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less"
284,"11055",TRIM SKIN LESION,PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,"Paring or cutting of benign hyperkeratotic lesion (eg, corn or callus); single lesion"
719,"21070",REMOVE CORONOID PROCESS,CORONOIDECTOMY SEPARATE PROCEDURE,Coronoidectomy (separate procedure)
847,"21344",OPEN TX COMPL FRONT SINUS F,OPEN TX COMPLICATED FRONTAL SINUS FRACTURE,"Open treatment of complicated (eg, comminuted or involving posterior wall) frontal sinus fracture, via coronal or multiple approaches"
975,"20680",REMOVAL OF SUPPORT IMPLANT,REMOVAL IMPLANT DEEP,"Removal of implant; deep (eg, buried wire, pin, screw, metal band, nail, rod or plate)"
468,"15274",SKN SUB GRFT T/A/L CHILD AD,APP SKN SUB GRFT T/A/L AREA>/=100SCM ADL 100SQ CM,"Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)"
596,"11921",CORRECT SKIN COLOR 6.1-20.0C,TATTOOING INCL MICROPIGMENTATION 6.1-20.0 CM,"Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; 6.1 to 20.0 sq cm"
1031,"23515",TREAT CLAVICLE FRACTURE,OPEN TX CLAVICULAR FRACTURE INTERNAL FIXATION,"Open treatment of clavicular fracture, includes internal fixation, when performed"
692,"12052",INTMD RPR FACE/MM 2.6-5.0 C,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm"
820,"21336",OPEN TX SEPTAL FX W/WO STAB,OPEN TX NASAL SEPTAL FRACTURE W/WO STABILIZATION,"Open treatment of nasal septal fracture, with or without stabilization"
1247,"21497",INTERDENTAL WIRING,INTERDENTAL WIRING OTHER THAN FRACTURE,"Interdental wiring, for condition other than fracture"
904,"20101",EXPLORE WOUND CHEST,EXPLORATION PENETRATING WOUND SPX CHEST,Exploration of penetrating wound (separate procedure); chest
1351,"26121",RELEASE PALM CONTRACTURE,FASCT PALM W/WO Z-PLASTY TISSUE REARGMT/SKN GRFT,"Fasciectomy, palm only, with or without Z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft)"
1479,"24498",REINFORCE HUMERUS,PROPH TX W/WO METHYLMETHACRYLATE HUMERAL SHAFT,"Prophylactic treatment (nailing, pinning, plating or wiring), with or without methylmethacrylate, humeral shaft"
1112,"23532",TREAT CLAVICLE DISLOCATION,OPTX STRNCLAV DISLC ACUTE/CHRONIC W/FASCIAL GRF,"Open treatment of sternoclavicular dislocation, acute or chronic; with fascial graft (includes obtaining graft)"
1555,"27194",TREAT PELVIC RING FRACTURE,CLTX PEL RING FX DISLC DIAST/SUBLXTJ W/MANJ ANES,"Closed treatment of pelvic ring fracture, dislocation, diastasis or subluxation; with manipulation, requiring more than local anesthesia"
1683,"26236",PARTIAL REMOVAL FINGER BONE,PARTIAL EXCISION DISTAL PHALANX FINGER,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis); distal phalanx of finger"
1811,"26562",REPAIR OF WEB FINGER,REPAIR SYNDACTYLY EACH SPACE COMPLEX,"Repair of syndactyly (web finger) each web space; complex (eg, involving bone, nails)"
1276,"25125",REMOVE/GRAFT FOREARM LESION,EXC/CURTG CYST/TUMOR RADIUS/ULNA W/AUTOGRAFT,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); with autograft (includes obtaining graft)
1903,"28262",REVISION OF FOOT AND ANKLE,CAPSUL MIDFOOT W/PST TALOTIBL CAPSUL&TDN LNGTH,"Capsulotomy, midfoot; extensive, including posterior talotibial capsulotomy and tendon(s) lengthening (eg, resistant clubfoot deformity)"
1356,"22843",INSERT SPINE FIXATION DEVIC,POSTERIOR SEGMENTAL INSTRUMENTATION 7-12 VRT SEG,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 7 to 12 vertebral segments (List separately in addition to code for primary procedure)"
1484,"26525",RELEASE FINGER CONTRACTURE,CAPSULECTOMY/CAPSULOTOMY IPHAL JOINT EACH,"Capsulectomy or capsulotomy; interphalangeal joint, each joint"
2107,"30124",REMOVAL OF NOSE LESION,EXCISION DERMOID CYST NOSE SIMPLE SUBCUTANEOUS,"Excision dermoid cyst, nose; simple, skin, subcutaneous"
1552,"25076",EXC FOREARM TUM DEEP < 3 CM,EXC TUMOR SOFT TISS FOREARM&/WRIST SUBFASC <3CM,"Excision, tumor, soft tissue of forearm and/or wrist area, subfascial (eg, intramuscular); less than 3 cm"
1680,"27330",BIOPSY KNEE JOINT LINING,ARTHROTOMY KNEE W/SYNOVIAL BIOPSY ONLY,"Arthrotomy, knee; with synovial biopsy only"
2303,"29445",APPLY RIGID LEG CAST,APPLICATION RIGID TOTAL CONTACT LEG CAST,Application of rigid total contact leg cast
1740,"26412",REPAIR/GRAFT HAND TENDON,REPAIR EXTENSOR TENDON HAND W/GRAFT EACH,"Repair, extensor tendon, hand, primary or secondary; with free graft (includes obtaining graft), each tendon"
1868,"27784",TREATMENT OF FIBULA FRACTUR,OPEN TREATMENT PROXIMAL FIBULA/SHAFT FRACTURE,"Open treatment of proximal fibula or shaft fracture, includes internal fixation, when performed"
1996,"27514",TREATMENT OF THIGH FRACTURE,OPEN TX FEMORAL FRACTURE DISTAL MED/LAT CONDYLE,"Open treatment of femoral fracture, distal end, medial or lateral condyle, includes internal fixation, when performed"
2451,"29893",SCOPE PLANTAR FASCIOTOMY,ENDOSCOPIC PLANTAR FASCIOTOMY,Endoscopic plantar fasciotomy
2579,"32810",CLOSE CHEST AFTER DRAINAGE,CLSR CH WALL FLWG OPN FLAP DRG EMPYEMA,Closure of chest wall following open flap drainage for empyema (Clagett type procedure)
2707,"31766",RECONSTRUCTION OF WINDPIPE,CARINAL RECONSTRUCTION,Carinal reconstruction
2140,"27720",REPAIR OF TIBIA,REPAIR NONUNION/MALUNION TIBIA W/O GRAFT,"Repair of nonunion or malunion, tibia; without graft, (eg, compression technique)"
2779,"33957",ECMO/ECLS REPOS PERPH CNULA,ECMO/ECLS REPOS PERIPH CANNULA PERQ BIRTH-5 YRS,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; reposition peripheral (arterial and/or venous) cannula(e), percutaneous, birth through 5 years of age (includes fluoroscopic guidance, when performed)"
2256,"31295",SINUS ENDO W/BALLOON DIL,NASAL/SINUS NDSC SURG W/DILAT MAXILLARY SINUS,"Nasal/sinus endoscopy, surgical; with dilation of maxillary sinus ostium (eg, balloon dilation), transnasal or via canine fossa"
2384,"28290",CORRECTION OF BUNION,CORRJ HALLUX VALGUS W/WO SESMDC SMPL EXOSTECTOMY,"Correction, hallux valgus (bunion), with or without sesamoidectomy; simple exostectomy (eg, Silver type procedure)"
2979,"33530",CORONARY ARTERY BYPASS/REOP,ROPRTJ CAB/VALVE PX > 1 MO AFTER ORIGINAL OPERJ,"Reoperation, coronary artery bypass procedure or valve procedure, more than 1 month after original operation (List separately in addition to code for primary procedure)"
2480,"31717",BRONCHIAL BRUSH BIOPSY,CATHETERIZATION W/BRONCHIAL BRUSH BIOPSY,Catheterization with bronchial brush biopsy
2608,"31382",PARTIAL REMOVAL OF LARYNX,PARTIAL LARYNG HEMILARYNG ANTERO-LATERO-VERTICAL,Partial laryngectomy (hemilaryngectomy); antero-latero-vertical
3183,"36831",OPEN THROMBECT AV FISTULA,THRMBC OPN ARVEN FSTL W/O REVJ DIAL GRF,"Thrombectomy, open, arteriovenous fistula without revision, autogenous or nonautogenous dialysis graft (separate procedure)"
2724,"33768",CAVOPULMONARY SHUNTING,ANASTOMOSIS CAVOPULMARY 2ND SUPRIOR VENA CAVA,"Anastomosis, cavopulmonary, second superior vena cava (List separately in addition to primary procedure)"
3279,"35601",ART BYP COMMON IPSI CAROTID,BYP OTH/THN VEIN COMMON-IPSILATERAL CAROTID,"Bypass graft, with other than vein; common carotid-ipsilateral internal carotid"
2812,"32659",THORACOSCOPY W/SAC DRAINAGE,THRSC CRTJ PRCRD WINDOW/PRTL RESCJ PRCRD SAC,"Thoracoscopy, surgical; with creation of pericardial window or partial resection of pericardial sac for drainage"
3379,"40812",EXCISE/REPAIR MOUTH LESION,EXC LESION MUCOSA & SBMCSL VESTIBULE SMPL RPR,"Excision of lesion of mucosa and submucosa, vestibule of mouth; with simple repair"
3507,"37766",PHLEB VEINS - EXTREM 20+,STAB PHLEBT VARICOSE VEINS 1 XTR > 20 INCS,"Stab phlebectomy of varicose veins, 1 extremity; more than 20 incisions"
3020,"35506",ART BYP GRFT SUBCLAV-CAROTI,BYPASS W/VEIN CAROTID-SUBCLV/SUBCLAVIAN CAROTID,"Bypass graft, with vein; carotid-subclavian or subclavian-carotid"
3148,"36200",PLACE CATHETER IN AORTA,INTRODUCTION CATHETER AORTA,"Introduction of catheter, aorta"
3587,"43415",REPAIR ESOPHAGUS WOUND,SUTR ESOPHGL WND/INJ TTHRC/TABDL APPR,Suture of esophageal wound or injury; transthoracic or transabdominal approach
3715,"43845",GASTROPLASTY DUODENAL SWITC,GASTRIC RSTCV W/PRTL GASTRECTOMY 50-100 CM,"Gastric restrictive procedure with partial gastrectomy, pylorus-preserving duodenoileostomy and ileoileostomy (50 to 100 cm common channel) to limit absorption (biliopancreatic diversion with duodenal switch)"
3843,"43216",ESOPHAGOSCOPY LESION REMOVA,ESPHAGOSCOPY FLEX LESION REMOVAL HOT BX FORCEPS,"Esophagoscopy, flexible, transoral; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps"
3304,"37244",VASC EMBOLIZE/OCCLUDE BLEED,VASCULAR EMBOLIZATION OR OCCLUSION HEMORRHAGE,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; for arterial or venous hemorrhage or lymphatic extravasation"
3432,"36582",REPLACE TUNNELED CV CATH,RPLCMT COMPL TUN CTR VAD W/SUBQ PORT,"Replacement, complete, of a tunneled centrally inserted central venous access device, with subcutaneous port, through same venous access"
3560,"37230",TIB/PER REVASC W/STENT,REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP SM VSL,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed"
4011,"46744",REPAIR OF CLOACAL ANOMALY,RPR CLOACAL ANOMALY SACROPERINEAL,"Repair of cloacal anomaly by anorectovaginoplasty and urethroplasty, sacroperineal approach"
3644,"43400",LIGATE ESOPHAGUS VEINS,LIGATION DIRECT ESOPHAGEAL VARICES,"Ligation, direct, esophageal varices"
4087,"49582",RPR UMBIL HERN BLOCK < 5 YR,RPR UMBILICAL HERNIA < 5 YRS INCARCERATED,"Repair umbilical hernia, younger than age 5 years; incarcerated or strangulated"
4215,"46255",REMOVE INT/EXT HEM 1 GROUP,HEMORRHOIDECTOMY NTRNL & XTRNL 1 COLUMN/GROUP,"Hemorrhoidectomy, internal and external, single column/group;"
4343,"47505",INJECTION FOR LIVER X-RAYS,INJ PX CHOLANGIOGRAPHY VIA CATHETER/T-TUBE,"Injection procedure for cholangiography through an existing catheter (eg, percutaneous transhepatic or T-tube)"
3812,"44384",SMALL BOWEL ENDOSCOPY,ILEOSCOPY STOMA W/PLMT OF ENDOSCOPIC STENT,"Ileoscopy, through stoma; with placement of endoscopic stent (includes pre- and post-dilation and guide wire passage, when performed)"
